"Relative Time (Process)","qwen3vl_rl - system/gpu.0.memoryAllocated","qwen3vl_rl - system/gpu.0.memoryAllocated__MIN","qwen3vl_rl - system/gpu.0.memoryAllocated__MAX"
"15.487594238","13.00431282874974","13.00431282874974","13.00431282874974"
"30.487787114","18.35994494782918","18.35994494782918","18.35994494782918"
"45.487431734","18.511982123370814","18.511982123370814","18.511982123370814"
"60.488859497","19.730731740212608","19.730731740212608","19.730731740212608"
"75.487197558","22.800901801150086","22.800901801150086","22.800901801150086"
"90.487839403","22.803354013658826","22.803354013658826","22.803354013658826"
"105.487526702","21.775876972498438","21.775876972498438","21.775876972498438"
"120.489025377","26.695015265022864","26.695015265022864","26.695015265022864"
"135.48782832","32.13402260939933","32.13402260939933","32.13402260939933"
"150.487643612","32.13647482190807","32.13647482190807","32.13647482190807"
"165.487632142","32.13647482190807","32.13647482190807","32.13647482190807"
"180.48795799","32.381696072781665","32.381696072781665","32.381696072781665"
"195.487458525","32.38905271030787","32.38905271030787","32.38905271030787"
"210.487673179","32.38905271030787","32.38905271030787","32.38905271030787"
"225.487836505","32.38905271030787","32.38905271030787","32.38905271030787"
"240.488215428","34.91483159430596","34.91483159430596","34.91483159430596"
"255.487163819","34.917283806814694","34.917283806814694","34.917283806814694"
"270.4872081","34.917283806814694","34.917283806814694","34.917283806814694"
"285.487941334","34.917283806814694","34.917283806814694","34.917283806814694"
"300.48739983","34.917283806814694","34.917283806814694","34.917283806814694"
"315.487837473","34.91973601932343","34.91973601932343","34.91973601932343"
"330.48796974","34.91973601932343","34.91973601932343","34.91973601932343"
"345.487590511","34.91973601932343","34.91973601932343","34.91973601932343"
"360.487834467","34.91973601932343","34.91973601932343","34.91973601932343"
"375.487790266","34.91973601932343","34.91973601932343","34.91973601932343"
"390.487282643","34.91973601932343","34.91973601932343","34.91973601932343"
"405.487462485","34.91973601932343","34.91973601932343","34.91973601932343"
"420.489010069","34.91973601932343","34.91973601932343","34.91973601932343"
"435.487286383","34.91973601932343","34.91973601932343","34.91973601932343"
"450.487666633","34.91973601932343","34.91973601932343","34.91973601932343"
"465.4879559","34.91973601932343","34.91973601932343","34.91973601932343"
"480.487449154","34.91973601932343","34.91973601932343","34.91973601932343"
"495.487926599","34.91973601932343","34.91973601932343","34.91973601932343"
"510.488738088","34.91973601932343","34.91973601932343","34.91973601932343"
"525.487810835","34.91973601932343","34.91973601932343","34.91973601932343"
"540.487164221","34.91973601932343","34.91973601932343","34.91973601932343"
"555.487272599","34.91973601932343","34.91973601932343","34.91973601932343"
"570.487338888","34.922188231832166","34.922188231832166","34.922188231832166"
"585.48727663","34.922188231832166","34.922188231832166","34.922188231832166"
"600.487255042","34.922188231832166","34.922188231832166","34.922188231832166"
"615.487928437","34.922188231832166","34.922188231832166","34.922188231832166"
"630.487713661","34.922188231832166","34.922188231832166","34.922188231832166"
"645.488295564","34.922188231832166","34.922188231832166","34.922188231832166"
"660.487968243","34.922188231832166","34.922188231832166","34.922188231832166"
"675.487409615","34.922188231832166","34.922188231832166","34.922188231832166"
"690.487569649","34.922188231832166","34.922188231832166","34.922188231832166"
"705.487393215","34.922188231832166","34.922188231832166","34.922188231832166"
"720.489227889","34.922188231832166","34.922188231832166","34.922188231832166"
"735.487289484","34.922188231832166","34.922188231832166","34.922188231832166"
"750.487724188","34.922188231832166","34.922188231832166","34.922188231832166"
"765.487897785","34.922188231832166","34.922188231832166","34.922188231832166"
"780.487324331","34.922188231832166","34.922188231832166","34.922188231832166"
"795.488868399","34.922188231832166","34.922188231832166","34.922188231832166"
"810.487248833","34.922188231832166","34.922188231832166","34.922188231832166"
"825.487524512","34.922188231832166","34.922188231832166","34.922188231832166"
"840.487359947","34.922188231832166","34.922188231832166","34.922188231832166"
"855.488351062","34.922188231832166","34.922188231832166","34.922188231832166"
"870.487730711","34.922188231832166","34.922188231832166","34.922188231832166"
"885.487288389","34.922188231832166","34.922188231832166","34.922188231832166"
"900.487337767","34.922188231832166","34.922188231832166","34.922188231832166"
"915.488114846","34.922188231832166","34.922188231832166","34.922188231832166"
"930.488229821","34.922188231832166","34.922188231832166","34.922188231832166"
"945.487479243","34.922188231832166","34.922188231832166","34.922188231832166"
"960.488540652","34.922188231832166","34.922188231832166","34.922188231832166"
"975.488627797","34.922188231832166","34.922188231832166","34.922188231832166"
"990.487581612","34.922188231832166","34.922188231832166","34.922188231832166"
"1005.487860245","34.922188231832166","34.922188231832166","34.922188231832166"
"1020.487516444","34.922188231832166","34.922188231832166","34.922188231832166"
"1035.488769397","34.922188231832166","34.922188231832166","34.922188231832166"
"1050.488277831","34.922188231832166","34.922188231832166","34.922188231832166"
"1065.48826391","34.922188231832166","34.922188231832166","34.922188231832166"
"1080.489201901","34.922188231832166","34.922188231832166","34.922188231832166"
"1095.487396194","34.922188231832166","34.922188231832166","34.922188231832166"
"1110.487967968","34.922188231832166","34.922188231832166","34.922188231832166"
"1125.487558211","34.922188231832166","34.922188231832166","34.922188231832166"
"1140.487227394","34.922188231832166","34.922188231832166","34.922188231832166"
"1155.487924294","34.922188231832166","34.922188231832166","34.922188231832166"
"1170.487467371","34.922188231832166","34.922188231832166","34.922188231832166"
"1185.488098334","34.922188231832166","34.922188231832166","34.922188231832166"
"1200.488677099","34.922188231832166","34.922188231832166","34.922188231832166"
"1215.487961374","34.922188231832166","34.922188231832166","34.922188231832166"
"1230.488018821","34.922188231832166","34.922188231832166","34.922188231832166"
"1245.487873309","34.922188231832166","34.922188231832166","34.922188231832166"
"1260.488101502","34.922188231832166","34.922188231832166","34.922188231832166"
"1275.487337935","34.922188231832166","34.922188231832166","34.922188231832166"
"1290.487964954","34.922188231832166","34.922188231832166","34.922188231832166"
"1305.488099832","34.922188231832166","34.922188231832166","34.922188231832166"
"1320.487518857","34.922188231832166","34.922188231832166","34.922188231832166"
"1335.487317038","34.922188231832166","34.922188231832166","34.922188231832166"
"1350.4874988","34.922188231832166","34.922188231832166","34.922188231832166"
"1365.489142308","34.9246404443409","34.9246404443409","34.9246404443409"
"1380.487160796","34.9246404443409","34.9246404443409","34.9246404443409"
"1395.488546006","34.9246404443409","34.9246404443409","34.9246404443409"
"1410.487853634","34.9246404443409","34.9246404443409","34.9246404443409"
"1425.488093874","34.9246404443409","34.9246404443409","34.9246404443409"
"1440.487502105","34.9246404443409","34.9246404443409","34.9246404443409"
"1455.487896682","34.9246404443409","34.9246404443409","34.9246404443409"
"1470.487966958","34.9246404443409","34.9246404443409","34.9246404443409"
"1485.487881153","34.9246404443409","34.9246404443409","34.9246404443409"
"1500.489116019","34.9246404443409","34.9246404443409","34.9246404443409"
"1515.488933587","35.56221569661227","35.56221569661227","35.56221569661227"
"1530.488941613","35.56221569661227","35.56221569661227","35.56221569661227"
"1545.487178782","35.56221569661227","35.56221569661227","35.56221569661227"
"1560.487882284","35.56221569661227","35.56221569661227","35.56221569661227"
"1575.487166018","35.56221569661227","35.56221569661227","35.56221569661227"
"1590.48909219","35.56221569661227","35.56221569661227","35.56221569661227"
"1605.487527311","35.56221569661227","35.56221569661227","35.56221569661227"
"1620.487885561","35.56221569661227","35.56221569661227","35.56221569661227"
"1635.487280028","35.565740752093575","35.565740752093575","35.565740752093575"
"1650.487969105","35.565740752093575","35.565740752093575","35.565740752093575"
"1665.487601239","35.565740752093575","35.565740752093575","35.565740752093575"
"1680.488039532","45.878903615787344","45.878903615787344","45.878903615787344"
"1695.487809034","45.878903615787344","45.878903615787344","45.878903615787344"
"1710.488356115","45.878903615787344","45.878903615787344","45.878903615787344"
"1725.487807634","45.878903615787344","45.878903615787344","45.878903615787344"
"1740.487955409","45.878903615787344","45.878903615787344","45.878903615787344"
"1755.48772551","45.878903615787344","45.878903615787344","45.878903615787344"
"1770.489261086","45.878903615787344","45.878903615787344","45.878903615787344"
"1785.487605088","45.878903615787344","45.878903615787344","45.878903615787344"
"1800.487199521","46.27125761718511","46.27125761718511","46.27125761718511"
"1815.487962905","46.27125761718511","46.27125761718511","46.27125761718511"
"1830.489092276","46.27125761718511","46.27125761718511","46.27125761718511"
"1845.488544272","46.27125761718511","46.27125761718511","46.27125761718511"
"1860.487981047","46.27125761718511","46.27125761718511","46.27125761718511"
"1875.487819752","46.27125761718511","46.27125761718511","46.27125761718511"
"1890.487957527","46.27125761718511","46.27125761718511","46.27125761718511"
"1905.491289805","46.27125761718511","46.27125761718511","46.27125761718511"
"1920.489259997","46.27125761718511","46.27125761718511","46.27125761718511"
"1935.487983397","46.27125761718511","46.27125761718511","46.27125761718511"
"1950.487805887","46.27125761718511","46.27125761718511","46.27125761718511"
"1965.487973075","46.27125761718511","46.27125761718511","46.27125761718511"
"1980.487398052","46.27125761718511","46.27125761718511","46.27125761718511"
"1995.487595758","46.27125761718511","46.27125761718511","46.27125761718511"
"2010.487815778","46.27125761718511","46.27125761718511","46.27125761718511"
"2025.487472863","46.27125761718511","46.27125761718511","46.27125761718511"
"2040.487649334","46.27125761718511","46.27125761718511","46.27125761718511"
"2055.488125872","46.27125761718511","46.27125761718511","46.27125761718511"
"2070.487600095","46.27125761718511","46.27125761718511","46.27125761718511"
"2085.488207804","46.27125761718511","46.27125761718511","46.27125761718511"
"2100.488511759","46.27125761718511","46.27125761718511","46.27125761718511"
"2115.487903608","46.27125761718511","46.27125761718511","46.27125761718511"
"2130.487967753","46.27125761718511","46.27125761718511","46.27125761718511"
"2145.488203873","46.27125761718511","46.27125761718511","46.27125761718511"
"2160.487719899","46.27125761718511","46.27125761718511","46.27125761718511"
"2175.487262704","46.27125761718511","46.27125761718511","46.27125761718511"
"2190.48757979","46.27125761718511","46.27125761718511","46.27125761718511"
"2205.488017792","46.27125761718511","46.27125761718511","46.27125761718511"
"2220.488304157","46.27125761718511","46.27125761718511","46.27125761718511"
"2235.487532472","46.27125761718511","46.27125761718511","46.27125761718511"
"2250.489327676","46.27125761718511","46.27125761718511","46.27125761718511"
"2265.487807244","46.27125761718511","46.27125761718511","46.27125761718511"
"2280.488145418","46.27125761718511","46.27125761718511","46.27125761718511"
"2295.487772786","46.27125761718511","46.27125761718511","46.27125761718511"
"2310.487913411","46.27125761718511","46.27125761718511","46.27125761718511"
"2325.48753646","46.27370982969384","46.27370982969384","46.27370982969384"
"2340.487432126","46.27370982969384","46.27370982969384","46.27370982969384"
"2355.487212373","46.27370982969384","46.27370982969384","46.27370982969384"
"2370.488007272","46.27370982969384","46.27370982969384","46.27370982969384"
"2385.487282801","46.27370982969384","46.27370982969384","46.27370982969384"
"2400.487981593","46.27370982969384","46.27370982969384","46.27370982969384"
"2415.488841125","46.27370982969384","46.27370982969384","46.27370982969384"
"2430.487801572","46.27370982969384","46.27370982969384","46.27370982969384"
"2445.488007589","46.27370982969384","46.27370982969384","46.27370982969384"
"2460.487390502","46.27370982969384","46.27370982969384","46.27370982969384"
"2475.487287117","46.27370982969384","46.27370982969384","46.27370982969384"
"2490.48742946","46.27370982969384","46.27370982969384","46.27370982969384"
"2505.487844282","46.27370982969384","46.27370982969384","46.27370982969384"
"2520.487778122","46.27370982969384","46.27370982969384","46.27370982969384"
"2535.488618644","46.27370982969384","46.27370982969384","46.27370982969384"
"2550.487515502","46.27370982969384","46.27370982969384","46.27370982969384"
"2565.487433162","46.27370982969384","46.27370982969384","46.27370982969384"
"2580.488024993","46.27370982969384","46.27370982969384","46.27370982969384"
"2595.487275698","46.27370982969384","46.27370982969384","46.27370982969384"
"2610.487738117","46.27370982969384","46.27370982969384","46.27370982969384"
"2625.487420464","46.27370982969384","46.27370982969384","46.27370982969384"
"2640.487871535","46.27370982969384","46.27370982969384","46.27370982969384"
"2655.488911363","46.27370982969384","46.27370982969384","46.27370982969384"
"2670.487724367","46.27370982969384","46.27370982969384","46.27370982969384"
"2685.488318754","46.27370982969384","46.27370982969384","46.27370982969384"
"2700.488883329","46.27370982969384","46.27370982969384","46.27370982969384"
"2715.488465663","46.27370982969384","46.27370982969384","46.27370982969384"
"2730.487593125","46.27370982969384","46.27370982969384","46.27370982969384"
"2745.487177693","46.27370982969384","46.27370982969384","46.27370982969384"
"2760.489151548","46.27370982969384","46.27370982969384","46.27370982969384"
"2775.487902351","46.27370982969384","46.27370982969384","46.27370982969384"
"2790.487741186","46.27370982969384","46.27370982969384","46.27370982969384"
"2805.487207883","46.27370982969384","46.27370982969384","46.27370982969384"
"2820.487804452","46.27370982969384","46.27370982969384","46.27370982969384"
"2835.48806311","46.27370982969384","46.27370982969384","46.27370982969384"
"2850.487900473","46.27370982969384","46.27370982969384","46.27370982969384"
"2865.487498332","46.27370982969384","46.27370982969384","46.27370982969384"
"2880.488053574","46.27370982969384","46.27370982969384","46.27370982969384"
"2895.487666673","46.27370982969384","46.27370982969384","46.27370982969384"
"2910.487399182","46.27370982969384","46.27370982969384","46.27370982969384"
"2925.487274001","46.27370982969384","46.27370982969384","46.27370982969384"
"2940.48716586","46.27370982969384","46.27370982969384","46.27370982969384"
"2955.487200657","46.27370982969384","46.27370982969384","46.27370982969384"
"2970.487411504","46.27370982969384","46.27370982969384","46.27370982969384"
"2985.487616269","46.27370982969384","46.27370982969384","46.27370982969384"
"3000.487391208","46.27370982969384","46.27370982969384","46.27370982969384"
"3015.488391326","46.27370982969384","46.27370982969384","46.27370982969384"
"3030.488611951","46.27370982969384","46.27370982969384","46.27370982969384"
"3045.487953069","46.27370982969384","46.27370982969384","46.27370982969384"
"3060.487995127","46.27370982969384","46.27370982969384","46.27370982969384"
"3075.487223332","46.27370982969384","46.27370982969384","46.27370982969384"
"3090.487663186","46.27370982969384","46.27370982969384","46.27370982969384"
"3105.487499676","46.27370982969384","46.27370982969384","46.27370982969384"
"3120.488342004","46.32275407986856","46.32275407986856","46.32275407986856"
"3135.48724313","46.32275407986856","46.32275407986856","46.32275407986856"
"3150.487201126","46.32275407986856","46.32275407986856","46.32275407986856"
"3165.488315185","46.32275407986856","46.32275407986856","46.32275407986856"
"3180.487888995","46.32275407986856","46.32275407986856","46.32275407986856"
"3195.488087078","46.32275407986856","46.32275407986856","46.32275407986856"
"3210.487333811","46.32275407986856","46.32275407986856","46.32275407986856"
"3225.487572275","46.32275407986856","46.32275407986856","46.32275407986856"
"3240.488112482","46.32275407986856","46.32275407986856","46.32275407986856"
"3255.487377041","46.32275407986856","46.32275407986856","46.32275407986856"
"3270.487380525","46.32275407986856","46.32275407986856","46.32275407986856"
"3285.487423221","46.32765850488603","46.32765850488603","46.32765850488603"
"3300.487151496","46.32765850488603","46.32765850488603","46.32765850488603"
"3315.487643639","46.32765850488603","46.32765850488603","46.32765850488603"
"3330.487217908","46.32765850488603","46.32765850488603","46.32765850488603"
"3345.487967058","46.32765850488603","46.32765850488603","46.32765850488603"
"3360.488050122","46.32459323925011","46.32459323925011","46.32459323925011"
"3375.488691696","46.32459323925011","46.32459323925011","46.32459323925011"
"3390.48794138","35.0664856116431","35.0664856116431","35.0664856116431"
"3405.487889839","42.00624701136601","42.00624701136601","42.00624701136601"
"3420.488375608","31.68227908630562","31.68227908630562","31.68227908630562"
"3435.487600622","31.68227908630562","31.68227908630562","31.68227908630562"
"3450.489189596","31.68227908630562","31.68227908630562","31.68227908630562"
"3465.48723633","33.22962517931804","33.22962517931804","33.22962517931804"
"3480.487365916","34.112421682463","34.112421682463","34.112421682463"
"3495.488103227","34.112421682463","34.112421682463","34.112421682463"
"3510.487174291","34.112421682463","34.112421682463","34.112421682463"
"3525.487354756","34.112421682463","34.112421682463","34.112421682463"
"3540.48762166","34.112421682463","34.112421682463","34.112421682463"
"3555.487896733","34.112421682463","34.112421682463","34.112421682463"
"3570.487564494","34.112421682463","34.112421682463","34.112421682463"
"3585.48773171","34.112421682463","34.112421682463","34.112421682463"
"3600.487891147","34.112421682463","34.112421682463","34.112421682463"
"3615.487446749","34.112421682463","34.112421682463","34.112421682463"
"3630.487365673","34.112421682463","34.112421682463","34.112421682463"
"3645.487982231","34.112421682463","34.112421682463","34.112421682463"
"3660.48731411","34.112421682463","34.112421682463","34.112421682463"
"3675.488101857","34.112421682463","34.112421682463","34.112421682463"
"3690.487675095","34.112421682463","34.112421682463","34.112421682463"
"3705.488911689","34.112421682463","34.112421682463","34.112421682463"
"3720.487544276","34.112421682463","34.112421682463","34.112421682463"
"3735.487891378","34.112421682463","34.112421682463","34.112421682463"
"3750.487880511","34.11487389497174","34.11487389497174","34.11487389497174"
"3765.487597236","34.678882771981016","34.678882771981016","34.678882771981016"
"3780.487954815","34.678882771981016","34.678882771981016","34.678882771981016"
"3795.48770339","34.678882771981016","34.678882771981016","34.678882771981016"
"3810.487991675","34.678882771981016","34.678882771981016","34.678882771981016"
"3825.488252335","34.678882771981016","34.678882771981016","34.678882771981016"
"3840.487157348","34.678882771981016","34.678882771981016","34.678882771981016"
"3855.487833555","34.678882771981016","34.678882771981016","34.678882771981016"
"3870.488062916","34.678882771981016","34.678882771981016","34.678882771981016"
"3885.487170497","34.678882771981016","34.678882771981016","34.678882771981016"
"3900.487944079","34.678882771981016","34.678882771981016","34.678882771981016"
"3915.487750791","34.678882771981016","34.678882771981016","34.678882771981016"
"3930.488000878","34.678882771981016","34.678882771981016","34.678882771981016"
"3945.488084392","34.678882771981016","34.678882771981016","34.678882771981016"
"3960.487968967","34.678882771981016","34.678882771981016","34.678882771981016"
"3975.487985462","34.678882771981016","34.678882771981016","34.678882771981016"
"3990.487329262","34.678882771981016","34.678882771981016","34.678882771981016"
"4005.487213619","34.678882771981016","34.678882771981016","34.678882771981016"
"4020.488566315","34.678882771981016","34.678882771981016","34.678882771981016"
"4035.487432411","34.678882771981016","34.678882771981016","34.678882771981016"
"4050.487942424","34.678882771981016","34.678882771981016","34.678882771981016"
"4065.487413775","34.678882771981016","34.678882771981016","34.678882771981016"
"4080.487605805","34.678882771981016","34.678882771981016","34.678882771981016"
"4095.48728189","34.678882771981016","34.678882771981016","34.678882771981016"
"4110.487915356","34.678882771981016","34.678882771981016","34.678882771981016"
"4125.487953788","34.678882771981016","34.678882771981016","34.678882771981016"
"4140.489052589","34.678882771981016","34.678882771981016","34.678882771981016"
"4155.487971823","34.678882771981016","34.678882771981016","34.678882771981016"
"4170.487949777","35.43906864968918","35.43906864968918","35.43906864968918"
"4185.487932841","35.43906864968918","35.43906864968918","35.43906864968918"
"4200.488124147","35.43906864968918","35.43906864968918","35.43906864968918"
"4215.487516599","35.43906864968918","35.43906864968918","35.43906864968918"
"4230.487765123","35.43906864968918","35.43906864968918","35.43906864968918"
"4245.487298994","35.43906864968918","35.43906864968918","35.43906864968918"
"4260.487611887","35.43906864968918","35.43906864968918","35.43906864968918"
"4275.487959329","35.43906864968918","35.43906864968918","35.43906864968918"
"4290.487510825","35.43906864968918","35.43906864968918","35.43906864968918"
"4305.488022733","35.43906864968918","35.43906864968918","35.43906864968918"
"4320.48737238","35.43906864968918","35.43906864968918","35.43906864968918"
"4335.487266858","35.43906864968918","35.43906864968918","35.43906864968918"
"4350.487206563","35.43906864968918","35.43906864968918","35.43906864968918"
"4365.488065753","35.43906864968918","35.43906864968918","35.43906864968918"
"4380.487974013","35.43906864968918","35.43906864968918","35.43906864968918"
"4395.487200992","35.43906864968918","35.43906864968918","35.43906864968918"
"4410.487739708","35.43906864968918","35.43906864968918","35.43906864968918"
"4425.487280534","35.43906864968918","35.43906864968918","35.43906864968918"
"4440.487412184","35.43906864968918","35.43906864968918","35.43906864968918"
"4455.489013811","35.43906864968918","35.43906864968918","35.43906864968918"
"4470.48792819","35.43906864968918","35.43906864968918","35.43906864968918"
"4485.487900181","35.43906864968918","35.43906864968918","35.43906864968918"
"4500.487967781","35.43906864968918","35.43906864968918","35.43906864968918"
"4515.487234586","35.43906864968918","35.43906864968918","35.43906864968918"
"4530.48786859","35.43906864968918","35.43906864968918","35.43906864968918"
"4545.489088968","35.43906864968918","35.43906864968918","35.43906864968918"
"4560.487803538","35.43906864968918","35.43906864968918","35.43906864968918"
"4575.487294712","35.43906864968918","35.43906864968918","35.43906864968918"
"4590.487878387","35.43906864968918","35.43906864968918","35.43906864968918"
"4605.48761345","35.43906864968918","35.43906864968918","35.43906864968918"
"4620.487947786","35.43906864968918","35.43906864968918","35.43906864968918"
"4635.487222063","35.43906864968918","35.43906864968918","35.43906864968918"
"4650.487917416","35.43906864968918","35.43906864968918","35.43906864968918"
"4665.487636783","35.43906864968918","35.43906864968918","35.43906864968918"
"4680.487979288","35.43906864968918","35.43906864968918","35.43906864968918"
"4695.487769708","35.43906864968918","35.43906864968918","35.43906864968918"
"4710.488056434","35.43906864968918","35.43906864968918","35.43906864968918"
