"train/global_step","qwen3vl_rl - _step","qwen3vl_rl - _step__MIN","qwen3vl_rl - _step__MAX","qwen3vl_rl - train/rewards/combined_reward/mean","qwen3vl_rl - train/rewards/combined_reward/mean__MIN","qwen3vl_rl - train/rewards/combined_reward/mean__MAX"
"479","2394","2394","2394","0.05983581766486168","0.05983581766486168","0.05983581766486168"
"480","2399","2399","2399","0.039402298629283905","0.039402298629283905","0.039402298629283905"
"481","2404","2404","2404","0.08307692408561707","0.08307692408561707","0.08307692408561707"
"482","2409","2409","2409","0.010714286006987095","0.010714286006987095","0.010714286006987095"
"483","2414","2414","2414","0","0","0"
"484","2419","2419","2419","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"485","2424","2424","2424","0.1468406617641449","0.1468406617641449","0.1468406617641449"
"486","2429","2429","2429","0.04196428507566452","0.04196428507566452","0.04196428507566452"
"487","2434","2434","2434","0.06088392809033394","0.06088392809033394","0.06088392809033394"
"488","2439","2439","2439","0.030714284628629684","0.030714284628629684","0.030714284628629684"
"489","2444","2444","2444","0.11999999731779099","0.11999999731779099","0.11999999731779099"
"490","2449","2449","2449","0.01875000074505806","0.01875000074505806","0.01875000074505806"
"491","2454","2454","2454","0.005769230891019106","0.005769230891019106","0.005769230891019106"
"492","2459","2459","2459","0.5202049016952515","0.5202049016952515","0.5202049016952515"
"493","2464","2464","2464","0.5346153974533081","0.5346153974533081","0.5346153974533081"
"494","2469","2469","2469","-0.05714285746216774","-0.05714285746216774","-0.05714285746216774"
"495","2474","2474","2474","0.0864705890417099","0.0864705890417099","0.0864705890417099"
"496","2479","2479","2479","0.03529411926865578","0.03529411926865578","0.03529411926865578"
"497","2484","2484","2484","0.2130681872367859","0.2130681872367859","0.2130681872367859"
"498","2489","2489","2489","-0.07267080992460251","-0.07267080992460251","-0.07267080992460251"
"499","2494","2494","2494","0.03935065120458603","0.03935065120458603","0.03935065120458603"
"500","2499","2499","2499","0.057692307978868484","0.057692307978868484","0.057692307978868484"
"501","2504","2504","2504","0.04285714402794838","0.04285714402794838","0.04285714402794838"
"502","2509","2509","2509","0","0","0"
"503","2514","2514","2514","0.055749427527189255","0.055749427527189255","0.055749427527189255"
"504","2519","2519","2519","0.03354166820645332","0.03354166820645332","0.03354166820645332"
"505","2524","2524","2524","0.023076923564076424","0.023076923564076424","0.023076923564076424"
"506","2529","2529","2529","0","0","0"
"507","2534","2534","2534","0.0864705890417099","0.0864705890417099","0.0864705890417099"
"508","2539","2539","2539","0.04080882668495178","0.04080882668495178","0.04080882668495178"
"509","2544","2544","2544","0.051397062838077545","0.051397062838077545","0.051397062838077545"
"510","2549","2549","2549","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"511","2554","2554","2554","0.057692307978868484","0.057692307978868484","0.057692307978868484"
"512","2559","2559","2559","0.5218406319618225","0.5218406319618225","0.5218406319618225"
"513","2564","2564","2564","0.023076923564076424","0.023076923564076424","0.023076923564076424"
"514","2569","2569","2569","0.04591013863682747","0.04591013863682747","0.04591013863682747"
"515","2574","2574","2574","-0.08016826957464218","-0.08016826957464218","-0.08016826957464218"
"516","2579","2579","2579","0.25368422269821167","0.25368422269821167","0.25368422269821167"
"517","2584","2584","2584","0.04756493866443634","0.04756493866443634","0.04756493866443634"
"518","2589","2589","2589","0.04062499850988388","0.04062499850988388","0.04062499850988388"
"519","2594","2594","2594","-0.06000000238418579","-0.06000000238418579","-0.06000000238418579"
"520","2599","2599","2599","0.08999999612569809","0.08999999612569809","0.08999999612569809"
"521","2604","2604","2604","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"522","2609","2609","2609","0.5119117498397827","0.5119117498397827","0.5119117498397827"
"523","2614","2614","2614","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"524","2619","2619","2619","-0.2029411792755127","-0.2029411792755127","-0.2029411792755127"
"525","2624","2624","2624","0.5185990333557129","0.5185990333557129","0.5185990333557129"
"526","2629","2629","2629","0.5","0.5","0.5"
"527","2634","2634","2634","0.05760989338159561","0.05760989338159561","0.05760989338159561"
"528","2639","2639","2639","0.5","0.5","0.5"
"529","2644","2644","2644","-0.0942307710647583","-0.0942307710647583","-0.0942307710647583"
"530","2649","2649","2649","0.06625000387430191","0.06625000387430191","0.06625000387430191"
"531","2654","2654","2654","0.0357569195330143","0.0357569195330143","0.0357569195330143"
"532","2659","2659","2659","-0.10000000149011612","-0.10000000149011612","-0.10000000149011612"
"533","2664","2664","2664","0.02222222276031971","0.02222222276031971","0.02222222276031971"
"534","2669","2669","2669","0.5299999713897705","0.5299999713897705","0.5299999713897705"
"535","2674","2674","2674","0.5600000023841858","0.5600000023841858","0.5600000023841858"
"536","2679","2679","2679","-0.06785714626312256","-0.06785714626312256","-0.06785714626312256"
"537","2684","2684","2684","0.01764705963432789","0.01764705963432789","0.01764705963432789"
"538","2689","2689","2689","0.04802807420492172","0.04802807420492172","0.04802807420492172"
"539","2694","2694","2694","0.02991071343421936","0.02991071343421936","0.02991071343421936"
"540","2699","2699","2699","0.07500000298023224","0.07500000298023224","0.07500000298023224"
"541","2704","2704","2704","0.07465909421443939","0.07465909421443939","0.07465909421443939"
"542","2709","2709","2709","0.699999988079071","0.699999988079071","0.699999988079071"
"543","2714","2714","2714","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"544","2719","2719","2719","-0.04611842334270477","-0.04611842334270477","-0.04611842334270477"
"545","2724","2724","2724","0.05427440255880356","0.05427440255880356","0.05427440255880356"
"546","2729","2729","2729","0.5","0.5","0.5"
"547","2734","2734","2734","0.5107142925262451","0.5107142925262451","0.5107142925262451"
"548","2739","2739","2739","-0.042307693511247635","-0.042307693511247635","-0.042307693511247635"
"549","2744","2744","2744","0","0","0"
"550","2749","2749","2749","-0.10000000149011612","-0.10000000149011612","-0.10000000149011612"
"551","2754","2754","2754","-0.1899999976158142","-0.1899999976158142","-0.1899999976158142"
"552","2759","2759","2759","0.5257142782211304","0.5257142782211304","0.5257142782211304"
"553","2764","2764","2764","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"554","2769","2769","2769","0.5","0.5","0.5"
"555","2774","2774","2774","0.01666666753590107","0.01666666753590107","0.01666666753590107"
"556","2779","2779","2779","0.25999999046325684","0.25999999046325684","0.25999999046325684"
"557","2784","2784","2784","0.29295453429222107","0.29295453429222107","0.29295453429222107"
"558","2789","2789","2789","0.10323528945446014","0.10323528945446014","0.10323528945446014"
"559","2794","2794","2794","0","0","0"
"560","2799","2799","2799","0.08264957368373871","0.08264957368373871","0.08264957368373871"
"561","2804","2804","2804","0.06750000268220901","0.06750000268220901","0.06750000268220901"
"562","2809","2809","2809","0.03750000149011612","0.03750000149011612","0.03750000149011612"
"563","2814","2814","2814","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"564","2819","2819","2819","0.10230769217014313","0.10230769217014313","0.10230769217014313"
"565","2824","2824","2824","0.5461841821670532","0.5461841821670532","0.5461841821670532"
"566","2829","2829","2829","0.017922794446349144","0.017922794446349144","0.017922794446349144"
"567","2834","2834","2834","0.09910714626312256","0.09910714626312256","0.09910714626312256"
"568","2839","2839","2839","0.02142857201397419","0.02142857201397419","0.02142857201397419"
"569","2844","2844","2844","-0.3499999940395355","-0.3499999940395355","-0.3499999940395355"
"570","2849","2849","2849","0.5600000023841858","0.5600000023841858","0.5600000023841858"
"571","2854","2854","2854","0.0858936607837677","0.0858936607837677","0.0858936607837677"
"572","2859","2859","2859","0.08045454323291779","0.08045454323291779","0.08045454323291779"
"573","2864","2864","2864","0.04670329764485359","0.04670329764485359","0.04670329764485359"
"574","2869","2869","2869","0.06365546584129333","0.06365546584129333","0.06365546584129333"
"575","2874","2874","2874","0.04257353022694588","0.04257353022694588","0.04257353022694588"
"576","2879","2879","2879","0.042307693511247635","0.042307693511247635","0.042307693511247635"
"577","2884","2884","2884","0.021785713732242584","0.021785713732242584","0.021785713732242584"
"578","2889","2889","2889","-0.09062500298023224","-0.09062500298023224","-0.09062500298023224"
"579","2894","2894","2894","0.5600000023841858","0.5600000023841858","0.5600000023841858"
"580","2899","2899","2899","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"581","2904","2904","2904","0.05291208624839783","0.05291208624839783","0.05291208624839783"
"582","2909","2909","2909","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"583","2914","2914","2914","0.5600000023841858","0.5600000023841858","0.5600000023841858"
"584","2919","2919","2919","0.5299999713897705","0.5299999713897705","0.5299999713897705"
"585","2924","2924","2924","0.04833333566784859","0.04833333566784859","0.04833333566784859"
"586","2929","2929","2929","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"587","2934","2934","2934","0","0","0"
"588","2939","2939","2939","0.06660839170217514","0.06660839170217514","0.06660839170217514"
"589","2944","2944","2944","0.1850000023841858","0.1850000023841858","0.1850000023841858"
"590","2949","2949","2949","0.07363636046648026","0.07363636046648026","0.07363636046648026"
"591","2954","2954","2954","0.10000000149011612","0.10000000149011612","0.10000000149011612"
"592","2959","2959","2959","0.08385714143514633","0.08385714143514633","0.08385714143514633"
"593","2964","2964","2964","-0.04000000283122063","-0.04000000283122063","-0.04000000283122063"
"594","2969","2969","2969","0.034365326166152954","0.034365326166152954","0.034365326166152954"
"595","2974","2974","2974","0.029032258316874504","0.029032258316874504","0.029032258316874504"
"596","2979","2979","2979","0.03238636255264282","0.03238636255264282","0.03238636255264282"
"597","2984","2984","2984","0.025390025228261948","0.025390025228261948","0.025390025228261948"
"598","2989","2989","2989","0.22750000655651093","0.22750000655651093","0.22750000655651093"
"599","2994","2994","2994","0.21375000476837158","0.21375000476837158","0.21375000476837158"
"600","2999","2999","2999","0.5208333134651184","0.5208333134651184","0.5208333134651184"
"601","3004","3004","3004","0.521774172782898","0.521774172782898","0.521774172782898"
"602","3009","3009","3009","0.699999988079071","0.699999988079071","0.699999988079071"
"603","3014","3014","3014","0.036740198731422424","0.036740198731422424","0.036740198731422424"
"604","3019","3019","3019","0.021840659901499748","0.021840659901499748","0.021840659901499748"
"605","3024","3024","3024","0.0533333346247673","0.0533333346247673","0.0533333346247673"
"606","3029","3029","3029","0.375","0.375","0.375"
"607","3034","3034","3034","0.03560924530029297","0.03560924530029297","0.03560924530029297"
"608","3039","3039","3039","0.014318181201815605","0.014318181201815605","0.014318181201815605"
"609","3044","3044","3044","0","0","0"
"610","3049","3049","3049","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"611","3054","3054","3054","0.0250060074031353","0.0250060074031353","0.0250060074031353"
"612","3059","3059","3059","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"613","3064","3064","3064","0.027272727340459824","0.027272727340459824","0.027272727340459824"
"614","3069","3069","3069","0.06615260243415833","0.06615260243415833","0.06615260243415833"
"615","3074","3074","3074","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"616","3079","3079","3079","0.08321267366409302","0.08321267366409302","0.08321267366409302"
"617","3084","3084","3084","-0.0784090906381607","-0.0784090906381607","-0.0784090906381607"
"618","3089","3089","3089","0.025174826383590698","0.025174826383590698","0.025174826383590698"
"619","3094","3094","3094","0.23000000417232513","0.23000000417232513","0.23000000417232513"
"620","3099","3099","3099","0.5189934968948364","0.5189934968948364","0.5189934968948364"
"621","3104","3104","3104","0.01304347813129425","0.01304347813129425","0.01304347813129425"
"622","3109","3109","3109","0.02500000037252903","0.02500000037252903","0.02500000037252903"
"623","3114","3114","3114","0","0","0"
"624","3119","3119","3119","0.557692289352417","0.557692289352417","0.557692289352417"
"625","3124","3124","3124","0.02282608672976494","0.02282608672976494","0.02282608672976494"
"626","3129","3129","3129","-0.04000000283122063","-0.04000000283122063","-0.04000000283122063"
"627","3134","3134","3134","0.5310714244842529","0.5310714244842529","0.5310714244842529"
"628","3139","3139","3139","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"629","3144","3144","3144","0.05782342702150345","0.05782342702150345","0.05782342702150345"
"630","3149","3149","3149","0.034806035459041595","0.034806035459041595","0.034806035459041595"
"631","3154","3154","3154","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"632","3159","3159","3159","0.02142857201397419","0.02142857201397419","0.02142857201397419"
"633","3164","3164","3164","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"634","3169","3169","3169","0.06964285671710968","0.06964285671710968","0.06964285671710968"
"635","3174","3174","3174","0.02142857201397419","0.02142857201397419","0.02142857201397419"
"636","3179","3179","3179","0.5600000023841858","0.5600000023841858","0.5600000023841858"
"637","3184","3184","3184","0.02451923117041588","0.02451923117041588","0.02451923117041588"
"638","3189","3189","3189","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"639","3194","3194","3194","0.5112500190734863","0.5112500190734863","0.5112500190734863"
"640","3199","3199","3199","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"641","3204","3204","3204","0.042432598769664764","0.042432598769664764","0.042432598769664764"
"642","3209","3209","3209","0.04784226417541504","0.04784226417541504","0.04784226417541504"
"643","3214","3214","3214","-0.20000000298023224","-0.20000000298023224","-0.20000000298023224"
"644","3219","3219","3219","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"645","3224","3224","3224","-0.1041666641831398","-0.1041666641831398","-0.1041666641831398"
"646","3229","3229","3229","0.07500000298023224","0.07500000298023224","0.07500000298023224"
"647","3234","3234","3234","0.04500000178813934","0.04500000178813934","0.04500000178813934"
"648","3239","3239","3239","0.5","0.5","0.5"
"649","3244","3244","3244","0.0130681823939085","0.0130681823939085","0.0130681823939085"
"650","3249","3249","3249","0.05024772137403488","0.05024772137403488","0.05024772137403488"
"651","3254","3254","3254","0.23013393580913544","0.23013393580913544","0.23013393580913544"
"652","3259","3259","3259","0.062281470745801926","0.062281470745801926","0.062281470745801926"
"653","3264","3264","3264","-0.2265625","-0.2265625","-0.2265625"
"654","3269","3269","3269","-0.22142857313156128","-0.22142857313156128","-0.22142857313156128"
"655","3274","3274","3274","0.042386364191770554","0.042386364191770554","0.042386364191770554"
"656","3279","3279","3279","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"657","3284","3284","3284","0.025714285671710968","0.025714285671710968","0.025714285671710968"
"658","3289","3289","3289","0.04333333671092987","0.04333333671092987","0.04333333671092987"
"659","3294","3294","3294","0.03898351639509201","0.03898351639509201","0.03898351639509201"
"660","3299","3299","3299","0.0035714285913854837","0.0035714285913854837","0.0035714285913854837"
"661","3304","3304","3304","0.5","0.5","0.5"
"662","3309","3309","3309","0","0","0"
"663","3314","3314","3314","-0.08229166269302368","-0.08229166269302368","-0.08229166269302368"
"664","3319","3319","3319","0.03187499940395355","0.03187499940395355","0.03187499940395355"
"665","3324","3324","3324","0.5321428775787354","0.5321428775787354","0.5321428775787354"
"666","3329","3329","3329","0.5","0.5","0.5"
"667","3334","3334","3334","0.06088235229253769","0.06088235229253769","0.06088235229253769"
"668","3339","3339","3339","0","0","0"
"669","3344","3344","3344","0.027272727340459824","0.027272727340459824","0.027272727340459824"
"670","3349","3349","3349","-0.10000000149011612","-0.10000000149011612","-0.10000000149011612"
"671","3354","3354","3354","0.014999999664723873","0.014999999664723873","0.014999999664723873"
"672","3359","3359","3359","0.02148255705833435","0.02148255705833435","0.02148255705833435"
"673","3364","3364","3364","-0.22718894481658936","-0.22718894481658936","-0.22718894481658936"
"674","3369","3369","3369","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"675","3374","3374","3374","0.014999999664723873","0.014999999664723873","0.014999999664723873"
"676","3379","3379","3379","0.05624999850988388","0.05624999850988388","0.05624999850988388"
"677","3384","3384","3384","0.00937500037252903","0.00937500037252903","0.00937500037252903"
"678","3389","3389","3389","0.5310714244842529","0.5310714244842529","0.5310714244842529"
"679","3394","3394","3394","0.75","0.75","0.75"
"680","3399","3399","3399","0.036057695746421814","0.036057695746421814","0.036057695746421814"
"681","3404","3404","3404","0.07823529094457626","0.07823529094457626","0.07823529094457626"
"682","3409","3409","3409","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"683","3414","3414","3414","0.5","0.5","0.5"
"684","3419","3419","3419","0.047285713255405426","0.047285713255405426","0.047285713255405426"
"685","3424","3424","3424","0.5136646032333374","0.5136646032333374","0.5136646032333374"
"686","3429","3429","3429","-0.10625000298023224","-0.10625000298023224","-0.10625000298023224"
"687","3434","3434","3434","0.5136363506317139","0.5136363506317139","0.5136363506317139"
"688","3439","3439","3439","-0.04000000283122063","-0.04000000283122063","-0.04000000283122063"
"689","3444","3444","3444","0.010714286006987095","0.010714286006987095","0.010714286006987095"
"690","3449","3449","3449","0.026470588520169258","0.026470588520169258","0.026470588520169258"
"691","3454","3454","3454","0.08147726953029633","0.08147726953029633","0.08147726953029633"
"692","3459","3459","3459","0.05682692676782608","0.05682692676782608","0.05682692676782608"
"693","3464","3464","3464","0.22181817889213562","0.22181817889213562","0.22181817889213562"
"694","3469","3469","3469","0.5237500071525574","0.5237500071525574","0.5237500071525574"
"695","3474","3474","3474","0.03826945647597313","0.03826945647597313","0.03826945647597313"
"696","3479","3479","3479","0.06418269127607346","0.06418269127607346","0.06418269127607346"
"697","3484","3484","3484","0.022342994809150696","0.022342994809150696","0.022342994809150696"
"698","3489","3489","3489","0.50789475440979","0.50789475440979","0.50789475440979"
"699","3494","3494","3494","-0.06948275864124298","-0.06948275864124298","-0.06948275864124298"
"700","3499","3499","3499","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"701","3504","3504","3504","0.557692289352417","0.557692289352417","0.557692289352417"
"702","3509","3509","3509","0.24137932062149048","0.24137932062149048","0.24137932062149048"
"703","3514","3514","3514","0.5460714101791382","0.5460714101791382","0.5460714101791382"
"704","3519","3519","3519","0.061057694256305695","0.061057694256305695","0.061057694256305695"
"705","3524","3524","3524","0.038823530077934265","0.038823530077934265","0.038823530077934265"
"706","3529","3529","3529","0.699999988079071","0.699999988079071","0.699999988079071"
"707","3534","3534","3534","0.09147058427333832","0.09147058427333832","0.09147058427333832"
"708","3539","3539","3539","-0.07281745970249176","-0.07281745970249176","-0.07281745970249176"
"709","3544","3544","3544","0.03187499940395355","0.03187499940395355","0.03187499940395355"
"710","3549","3549","3549","0.01570855639874935","0.01570855639874935","0.01570855639874935"
"711","3554","3554","3554","0.24500000476837158","0.24500000476837158","0.24500000476837158"
"712","3559","3559","3559","0.2576923072338104","0.2576923072338104","0.2576923072338104"
"713","3564","3564","3564","0.07134740054607391","0.07134740054607391","0.07134740054607391"
"714","3569","3569","3569","0.08836134523153305","0.08836134523153305","0.08836134523153305"