"Relative Time (Process)","qwen3vl_sft_full_bs64_es50_p4 - system/gpu.0.memoryAllocated","qwen3vl_sft_full_bs64_es50_p4 - system/gpu.0.memoryAllocated__MIN","qwen3vl_sft_full_bs64_es50_p4 - system/gpu.0.memoryAllocated__MAX"
"16.203671464","13.891937125271275","13.891937125271275","13.891937125271275"
"31.183220372","13.891937125271275","13.891937125271275","13.891937125271275"
"46.183150751","13.891937125271275","13.891937125271275","13.891937125271275"
"61.183593089","13.89438933778001","13.89438933778001","13.89438933778001"
"76.182955355","16.964559398717494","16.964559398717494","16.964559398717494"
"91.182911576","17.63156120109369","17.63156120109369","17.63156120109369"
"106.182895857","28.220214813815765","28.220214813815765","28.220214813815765"
"121.183430487","53.558926666584924","53.558926666584924","53.558926666584924"
"136.183636534","55.351494010470944","55.351494010470944","55.351494010470944"
"151.184552425","55.351494010470944","55.351494010470944","55.351494010470944"
"166.183252815","55.351494010470944","55.351494010470944","55.351494010470944"
"181.183649156","55.351494010470944","55.351494010470944","55.351494010470944"
"196.182931738","55.351494010470944","55.351494010470944","55.351494010470944"
"211.183630727","55.351494010470944","55.351494010470944","55.351494010470944"
"226.183637579","55.351494010470944","55.351494010470944","55.351494010470944"
"241.18312791","55.351494010470944","55.351494010470944","55.351494010470944"
"256.183481562","55.351494010470944","55.351494010470944","55.351494010470944"
"271.183206295","55.351494010470944","55.351494010470944","55.351494010470944"
"286.18293034","55.351494010470944","55.351494010470944","55.351494010470944"
"301.182886482","55.35394622297969","55.35394622297969","55.35394622297969"
"316.185049411","55.36130286050589","55.36130286050589","55.36130286050589"
"331.183715004","77.96089334101694","77.96089334101694","77.96089334101694"
"346.183805525","22.05044814183597","22.05044814183597","22.05044814183597"
"361.183172901","31.41789992520752","31.41789992520752","31.41789992520752"
"376.183737812","41.64362608663667","41.64362608663667","41.64362608663667"
"391.183796869","52.90909035176988","52.90909035176988","52.90909035176988"
"406.183659167","57.05332949153373","57.05332949153373","57.05332949153373"
"421.18293009","57.05332949153373","57.05332949153373","57.05332949153373"
"436.183392683","57.05332949153373","57.05332949153373","57.05332949153373"
"451.183125462","57.05332949153373","57.05332949153373","57.05332949153373"
"466.182958969","57.05332949153373","57.05332949153373","57.05332949153373"
"481.183819516","57.05332949153373","57.05332949153373","57.05332949153373"
"496.184499154","57.05332949153373","57.05332949153373","57.05332949153373"
"511.183281691","57.05332949153373","57.05332949153373","57.05332949153373"
"526.183118286","57.05332949153373","57.05332949153373","57.05332949153373"
"541.183760133","57.05332949153373","57.05332949153373","57.05332949153373"
"556.184829317","57.05332949153373","57.05332949153373","57.05332949153373"
"571.183779419","57.05332949153373","57.05332949153373","57.05332949153373"
"586.183146896","57.05332949153373","57.05332949153373","57.05332949153373"
"601.183498915","57.05332949153373","57.05332949153373","57.05332949153373"
"616.184831175","77.16392427567773","77.16392427567773","77.16392427567773"
"631.183398209","77.88977917826358","77.88977917826358","77.88977917826358"
"646.184661849","76.76176142424502","76.76176142424502","76.76176142424502"
"661.18343158","78.15952255422455","78.15952255422455","78.15952255422455"
"676.182833656","41.59458183646195","41.59458183646195","41.59458183646195"
"691.183281332","54.13519660613789","54.13519660613789","54.13519660613789"
"706.183420741","54.184240856312606","54.184240856312606","54.184240856312606"
"721.183504475","54.184240856312606","54.184240856312606","54.184240856312606"
"736.18361722","55.43486923576797","55.43486923576797","55.43486923576797"
"751.183843194","55.43486923576797","55.43486923576797","55.43486923576797"
"766.182964321","55.43486923576797","55.43486923576797","55.43486923576797"
"781.18298167","55.43486923576797","55.43486923576797","55.43486923576797"
"796.183644683","55.43486923576797","55.43486923576797","55.43486923576797"
"811.184930242","55.43486923576797","55.43486923576797","55.43486923576797"
"826.18476812","55.459391360855335","55.459391360855335","55.459391360855335"
"841.18293609","55.459391360855335","55.459391360855335","55.459391360855335"
"856.184421897","55.459391360855335","55.459391360855335","55.459391360855335"
"871.184275889","55.459391360855335","55.459391360855335","55.459391360855335"
"886.182791733","55.459391360855335","55.459391360855335","55.459391360855335"
"901.184237928","33.50718498265059","33.50718498265059","33.50718498265059"
"916.183776496","77.82111722801898","77.82111722801898","77.82111722801898"
"931.184584093","70.0721257004132","70.0721257004132","70.0721257004132"
"946.184555177","76.96284284996138","76.96284284996138","76.96284284996138"
"961.183012515","53.191094790274526","53.191094790274526","53.191094790274526"
"976.183192576","54.62563910788509","54.62563910788509","54.62563910788509"
"991.183031909","54.62563910788509","54.62563910788509","54.62563910788509"
"1006.183262479","54.62563910788509","54.62563910788509","54.62563910788509"
"1021.184205703","54.62563910788509","54.62563910788509","54.62563910788509"
"1036.18431438","55.263214360156454","55.263214360156454","55.263214360156454"
"1051.184132241","56.19505511347613","56.19505511347613","56.19505511347613"
"1066.184750805","56.19505511347613","56.19505511347613","56.19505511347613"
"1081.184672305","56.19505511347613","56.19505511347613","56.19505511347613"
"1096.183285654","56.19505511347613","56.19505511347613","56.19505511347613"
"1111.184663722","56.19505511347613","56.19505511347613","56.19505511347613"
"1126.183176364","56.19505511347613","56.19505511347613","56.19505511347613"
"1141.185065988","56.19505511347613","56.19505511347613","56.19505511347613"
"1156.183770248","56.19505511347613","56.19505511347613","56.19505511347613"
"1171.182881019","77.21296852585246","77.21296852585246","77.21296852585246"
"1186.182910862","78.1619747667333","78.1619747667333","78.1619747667333"
"1201.183360882","78.1619747667333","78.1619747667333","78.1619747667333"
"1216.183319995","33.50718498265059","33.50718498265059","33.50718498265059"
"1231.183578796","77.76962076533552","77.76962076533552","77.76962076533552"
"1246.183309272","41.7956632621783","41.7956632621783","41.7956632621783"
"1261.183812411","56.712471952819435","56.712471952819435","56.712471952819435"
"1276.182930937","56.712471952819435","56.712471952819435","56.712471952819435"
"1291.185199342","56.712471952819435","56.712471952819435","56.712471952819435"
"1306.182920025","56.712471952819435","56.712471952819435","56.712471952819435"
"1321.184744543","56.712471952819435","56.712471952819435","56.712471952819435"
"1336.183568837","56.712471952819435","56.712471952819435","56.712471952819435"
"1351.182913217","56.712471952819435","56.712471952819435","56.712471952819435"
"1366.183165819","56.957693203693026","56.957693203693026","56.957693203693026"
"1381.18352288","56.957693203693026","56.957693203693026","56.957693203693026"
"1396.184466875","56.957693203693026","56.957693203693026","56.957693203693026"
"1411.183830795","56.957693203693026","56.957693203693026","56.957693203693026"
"1426.184423733","56.957693203693026","56.957693203693026","56.957693203693026"
"1441.184743313","56.957693203693026","56.957693203693026","56.957693203693026"
"1456.18358341","77.88977917826358","77.88977917826358","77.88977917826358"
"1471.183316689","78.1350004291372","78.1350004291372","78.1350004291372"
"1486.183263231","69.79747789943477","69.79747789943477","69.79747789943477"
"1501.185015254","78.257611054574","78.257611054574","78.257611054574"
"1516.183255547","78.257611054574","78.257611054574","78.257611054574"
"1531.183356204","41.74416679949484","41.74416679949484","41.74416679949484"
"1546.183289588","53.79433906742358","53.79433906742358","53.79433906742358"
"1561.184736172","54.137648818646625","54.137648818646625","54.137648818646625"
"1576.184933856","54.137648818646625","54.137648818646625","54.137648818646625"
"1591.184219657","54.137648818646625","54.137648818646625","54.137648818646625"
"1606.18385644","54.137648818646625","54.137648818646625","54.137648818646625"
"1621.18302433","55.04496744687894","55.04496744687894","55.04496744687894"
"1636.183227032","55.38827719810199","55.38827719810199","55.38827719810199"
"1651.183151346","55.38827719810199","55.38827719810199","55.38827719810199"
"1666.183654135","55.38827719810199","55.38827719810199","55.38827719810199"
"1681.183762097","55.38827719810199","55.38827719810199","55.38827719810199"
"1696.183106408","55.38827719810199","55.38827719810199","55.38827719810199"
"1711.18467819","55.976808200198626","55.976808200198626","55.976808200198626"
"1726.184932833","55.976808200198626","55.976808200198626","55.976808200198626"
"1741.183563386","55.976808200198626","55.976808200198626","55.976808200198626"
"1756.184733679","77.25220392599222","77.25220392599222","77.25220392599222"
"1771.192934311","77.30124817616695","77.30124817616695","77.30124817616695"
"1786.183534697","81.0776554396204","81.0776554396204","81.0776554396204"
"1801.182885971","41.7686889245822","41.7686889245822","41.7686889245822"
"1816.182901413","53.40198506602582","53.40198506602582","53.40198506602582"
"1831.183082654","53.475551441287905","53.475551441287905","53.475551441287905"
"1846.184750492","56.76396841550289","56.76396841550289","56.76396841550289"
"1861.183761092","56.76396841550289","56.76396841550289","56.76396841550289"
"1876.184132329","56.76396841550289","56.76396841550289","56.76396841550289"
"1891.184585279","56.76396841550289","56.76396841550289","56.76396841550289"
"1906.184618292","56.76396841550289","56.76396841550289","56.76396841550289"
"1921.183400216","56.76396841550289","56.76396841550289","56.76396841550289"
"1936.183727057","56.76396841550289","56.76396841550289","56.76396841550289"
"1951.184510005","56.76396841550289","56.76396841550289","56.76396841550289"
"1966.183616561","56.76396841550289","56.76396841550289","56.76396841550289"
"1981.184213534","56.76396841550289","56.76396841550289","56.76396841550289"
"1996.184201461","56.76396841550289","56.76396841550289","56.76396841550289"
"2011.183273173","56.76396841550289","56.76396841550289","56.76396841550289"
"2026.184459098","56.76396841550289","56.76396841550289","56.76396841550289"
"2041.183414511","24.019574786350987","24.019574786350987","24.019574786350987"
"2056.185106251","32.62684069201437","32.62684069201437","32.62684069201437"
"2071.183775692","78.2379933545041","78.2379933545041","78.2379933545041"
"2086.183730804","41.7000269743376","41.7000269743376","41.7000269743376"
"2101.183552731","52.867402739121374","52.867402739121374","52.867402739121374"
"2116.182908743","54.142553243664096","54.142553243664096","54.142553243664096"
"2131.183805628","54.142553243664096","54.142553243664096","54.142553243664096"
"2146.182992891","54.142553243664096","54.142553243664096","54.142553243664096"
"2161.183519612","55.56483649873098","55.56483649873098","55.56483649873098"
"2176.183482108","55.56483649873098","55.56483649873098","55.56483649873098"
"2191.182964435","55.56483649873098","55.56483649873098","55.56483649873098"
"2206.183426124","55.56483649873098","55.56483649873098","55.56483649873098"
"2221.183926092","55.56483649873098","55.56483649873098","55.56483649873098"
"2236.184216272","55.56483649873098","55.56483649873098","55.56483649873098"
"2251.183610519","55.56483649873098","55.56483649873098","55.56483649873098"
"2266.183774577","55.56483649873098","55.56483649873098","55.56483649873098"
"2281.18362396","55.56483649873098","55.56483649873098","55.56483649873098"
"2296.183814871","55.56483649873098","55.56483649873098","55.56483649873098"
"2311.183331457","55.56483649873098","55.56483649873098","55.56483649873098"
"2326.184402928","46.589738716757196","46.589738716757196","46.589738716757196"
"2341.182886914","24.53699162569428","24.53699162569428","24.53699162569428"
"2356.184528714","69.80483453696097","69.80483453696097","69.80483453696097"
"2371.183384578","76.45033043563555","76.45033043563555","76.45033043563555"
"2386.182900013","52.66877352591376","52.66877352591376","52.66877352591376"
"2401.182956946","52.96549123947081","52.96549123947081","52.96549123947081"
"2416.182898421","55.02534974680906","55.02534974680906","55.02534974680906"
"2431.183008474","55.02534974680906","55.02534974680906","55.02534974680906"
"2446.183329925","55.02534974680906","55.02534974680906","55.02534974680906"
"2461.183829068","55.02534974680906","55.02534974680906","55.02534974680906"
"2476.183540246","55.02534974680906","55.02534974680906","55.02534974680906"
"2491.183256493","55.02534974680906","55.02534974680906","55.02534974680906"
"2506.183334328","55.02534974680906","55.02534974680906","55.02534974680906"
"2521.184738925","56.79094275309898","56.79094275309898","56.79094275309898"
"2536.182879067","56.79094275309898","56.79094275309898","56.79094275309898"
"2551.183025701","56.79094275309898","56.79094275309898","56.79094275309898"
"2566.184543724","56.79094275309898","56.79094275309898","56.79094275309898"
"2581.184534414","56.79094275309898","56.79094275309898","56.79094275309898"
"2596.185388288","77.51213845191825","77.51213845191825","77.51213845191825"
"2611.18284319","78.0197464412266","78.0197464412266","78.0197464412266"
"2626.184487617","77.89468360328105","77.89468360328105","77.89468360328105"
"2641.184928573","78.40964823011562","78.40964823011562","78.40964823011562"
"2656.184216605","77.01188710013611","77.01188710013611","77.01188710013611"
"2671.18310917","53.482908078814106","53.482908078814106","53.482908078814106"
"2686.183215065","53.725677117178975","53.725677117178975","53.725677117178975"
"2701.18343596","53.725677117178975","53.725677117178975","53.725677117178975"
"2716.183295787","55.662924999080424","55.662924999080424","55.662924999080424"
"2731.18360237","55.662924999080424","55.662924999080424","55.662924999080424"
"2746.184062842","55.662924999080424","55.662924999080424","55.662924999080424"
"2761.183109096","55.662924999080424","55.662924999080424","55.662924999080424"
"2776.183114992","56.15336750082762","56.15336750082762","56.15336750082762"
"2791.183327236","56.15336750082762","56.15336750082762","56.15336750082762"
"2806.183749398","56.15336750082762","56.15336750082762","56.15336750082762"
"2821.184540777","56.15336750082762","56.15336750082762","56.15336750082762"
"2836.184727411","56.96259762871051","56.96259762871051","56.96259762871051"
"2851.184398939","56.96259762871051","56.96259762871051","56.96259762871051"
"2866.183356884","56.96259762871051","56.96259762871051","56.96259762871051"
"2881.184781008","61.52371289495948","61.52371289495948","61.52371289495948"
"2896.184451136","77.99522431613923","77.99522431613923","77.99522431613923"
"2911.182878325","77.16147206316899","77.16147206316899","77.16147206316899"
"2926.184992596","81.47736607854436","81.47736607854436","81.47736607854436"
"2941.182867081","81.47736607854436","81.47736607854436","81.47736607854436"
"2956.183689922","20.66249586189139","20.66249586189139","20.66249586189139"
"2971.183275303","52.96549123947081","52.96549123947081","52.96549123947081"
"2986.183633058","53.848287742615774","53.848287742615774","53.848287742615774"
"3001.183644516","54.21611961892617","54.21611961892617","54.21611961892617"
"3016.183860501","54.485862994887135","54.485862994887135","54.485862994887135"
"3031.185037485","54.485862994887135","54.485862994887135","54.485862994887135"
"3046.183042874","54.485862994887135","54.485862994887135","54.485862994887135"
"3061.183327855","57.060686129059945","57.060686129059945","57.060686129059945"
"3076.185025333","57.060686129059945","57.060686129059945","57.060686129059945"
"3091.184064064","57.060686129059945","57.060686129059945","57.060686129059945"
"3106.184753401","57.060686129059945","57.060686129059945","57.060686129059945"
"3121.182884839","57.060686129059945","57.060686129059945","57.060686129059945"
"3136.182915722","57.060686129059945","57.060686129059945","57.060686129059945"
"3151.184927638","57.060686129059945","57.060686129059945","57.060686129059945"
"3166.182878758","77.07074020034577","77.07074020034577","77.07074020034577"
"3181.184760106","78.16687919175077","78.16687919175077","78.16687919175077"
"3196.184343913","64.18926789195551","64.18926789195551","64.18926789195551"
"3211.182879398","24.04654912394708","24.04654912394708","24.04654912394708"
"3226.182928011","41.653434936671616","41.653434936671616","41.653434936671616"
"3241.182869575","55.344137372944736","55.344137372944736","55.344137372944736"
"3256.183118456","55.344137372944736","55.344137372944736","55.344137372944736"
"3271.183727384","55.344137372944736","55.344137372944736","55.344137372944736"
"3286.184287003","55.344137372944736","55.344137372944736","55.344137372944736"
"3301.184178393","55.344137372944736","55.344137372944736","55.344137372944736"
"3316.184520331","55.344137372944736","55.344137372944736","55.344137372944736"
"3331.183490121","55.344137372944736","55.344137372944736","55.344137372944736"
"3346.237959638","55.344137372944736","55.344137372944736","55.344137372944736"
"3361.183088426","55.344137372944736","55.344137372944736","55.344137372944736"
"3376.183697083","55.344137372944736","55.344137372944736","55.344137372944736"